idCentros,Tipo_centro,Nombre,Titularidad,Domicilio,Localidad,Municipio,Provincia
4000560,"Centro Docente Privado","Compañía de María",Concertado,"Rbla.  Obispo Orbera  35",Almería,Almería,Almería
4000511,"Centro Docente Privado","María Inmaculada",Concertado,"C/ Infanta  2",Almería,Almería,Almería
4008674,"Centro de Educación Infantil","La Oca",Privado,"C/ Reyes Católicos  14",Almería,Almería,Almería
4009708,"Centro de Educación Infantil","Little Monkeys",Privado,"C/ Antonio Ledesma  3",Almería,Almería,Almería
4011326,"Centro de Educación Infantil",Emma,Privado,"Rbla. Obispo Orberá  23",Almería,Almería,Almería
4001242,"Escuela de Arte",Almería,Público,"Plaza Pablo Cazard  1",Almería,Almería,Almería
4011065,"Escuela autorizada de Música","Escuela de Música y Artes de Almería",Privado,"Rbla. Obispo Orberá  23",Almería,Almería,Almería
4000584,"Centro Docente Privado","Amor de Dios",Concertado,"C/ Cordoneros  22",Almería,Almería,Almería
4000961,"Centro Docente Privado","Juan Pablo II Mater Asunta",Concertado,"Paseo San Luis  6",Almería,Almería,Almería
4005028,"Centro Docente Privado","Virgen de la Chanca",Concertado,"Avda. del Mar  97",Almería,Almería,Almería
4000602,"Centro Docente Privado","Nuestra Señora del Milagro",Concertado,"Plaza Virgen del Mar  2",Almería,Almería,Almería
4602262,"Centro Docente Privado de Educación Especial","Atención Autismo Almería",Concertado,"C/ José María Acosta  16",Almería,Almería,Almería
4010292,"Centro de Educación Infantil","San Pablo",Privado,"C/ Real  107  local 2 A",Almería,Almería,Almería
4602377,"Centro de Educación Infantil","Estrella del Mar",Privado,"C/ Jarcia  15",Almería,Almería,Almería
4010565,"Centro de Educación Infantil","Los Cinco Lobitos",Privado,"Plaza de Pavía  15  Bajo",Almería,Almería,Almería
4008081,"Centro de Educación Infantil",Trampolín,Privado,"C/ Real  115",Almería,Almería,Almería
4000811,"Colegio de Educación Infantil y Primaria","La Chanca",Público,"Avda. del Mar  s/n",Almería,Almería,Almería
4000808,"Colegio de Educación Infantil y Primaria","Inés Relaño",Público,"C/ General Luque  31",Almería,Almería,Almería
4500763,"Centro de Educación Permanente","La Chanca",Público,"Avda. del Mar s/n. Centro Social Virgen del Mar",Almería,Almería,Almería
4000572,"Centro Docente Privado","San Francisco",Concertado,"Plaza Inmaculada  1",Almería,Almería,Almería
4009034," Escuela Infantil"," Santo angel de la guarda"," Público"," C/ Escalinata 25"," Almería"," Almería"," Almería"
4009927,"Centro de Educación Infantil","Los Franciscanos",Privado,"C/ Rambla Alfareros  48",Almería,Almería,Almería
4005740,"Centro de Educación Infantil","Virgen del Carmen",Privado,"C/ Memorias  17",Almería,Almería,Almería
4010875,"Centro de Educación Infantil","Mil Colores",Privado,"C/ Cámara  2-4",Almería,Almería,Almería
4010930,"Centro de Educación Infantil","La Casa Mágica",Privado,"C/ Maldonado Entrena  14",Almería,Almería,Almería
4005004,"Centro de Educación Infantil","Los Lápices",Privado,"C/ Méndez  17",Almería,Almería,Almería
4000791,"Colegio de Educación Infantil y Primaria","Giner de los Ríos",Público,"C/ Cervantes  4",Almería,Almería,Almería
4500581,"Sección de Educación Permanente",Alcazaba,Público,"C/ Cervantes  4",Almería,Almería,Almería
4011260,"Centro autorizado de Enseñanzas Deportivas","Estudios Almerienses",Privado,"C/ Leonardo  23  1º A",Almería,Almería,Almería
4000493,"Centro Docente Privado","Stella Maris",Concertado,"Avda. Federico García Lorca  22",Almería,Almería,Almería
4000432,"Centro Docente Privado","La Milagrosa",Concertado,"C/ Alcalde Muñoz  18",Almería,Almería,Almería
4010656,"Centro de Educación Infantil",Almadrabillas,Privado,"Avda. Cabo de Gata  s/n",Almería,Almería,Almería
4008637,"Centro de Educación Infantil",Bambi,Privado,"C/ Calar Alto  15",Almería,Almería,Almería
4010814,"Centro de Educación Infantil","Don Miky Alcalde Muñoz",Privado,"C/ C/ Alcalde Muñoz  37  bajo",Almería,Almería,Almería
4008698,"Centro de Educación Infantil",Volteretas,Privado,"C/ Los Picos  s/n",Almería,Almería,Almería
4009757,"Centro de Educación Infantil","El Arca de Noé",Privado,"C/ Dolores Rodríguez Sopeña  13",Almería,Almería,Almería
4008650,"Centro de Educación Infantil",Globitos,Privado,"C/ Soldado Español  30",Almería,Almería,Almería
4008947,"Centro de Educación Infantil","Las Góndolas Centro",Privado,"C/ Rafael Alberti 22  Local 2-A. Parque Oliveros",Almería,Almería,Almería
4001151,"Instituto de Educación Secundaria","Celia Viñas",Público,"C/ Javier Sanz  15",Almería,Almería,Almería
4700661,"Centro autorizado de enseñanzas artísticas elementales de música",Amadeus,Privado,"Ctra. de Ronda  181-183",Almería,Almería,Almería
4011201,"Centro Docente Privado","Fundación Almería Social y Laboral",Privado,"C/ Doctor Barraquer  21",Almería,Almería,Almería
4000471,"Centro Docente Privado","El Arcángel",Concertado,"C/ Hermanos Pinzón  61",Almería,Almería,Almería
4000286,"Centro Docente Privado","Almerimatik Formación",Privado,"C/ Doctor Gregorio Marañón  37 Bajo",Almería,Almería,Almería
4000936,"Centro Docente Privado","Escuelas Profesionales de la Sagrada Familia",Concertado,"C/ Caravaca  20",Almería,Almería,Almería
4001199,"Centro Docente Privado","La Salle-Virgen del Mar",Concertado,"Avda. Federico García Lorca  60",Almería,Almería,Almería
4009253,"Centro de Educación Infantil",Aros,Privado,"C/ Altamira  9",Almería,Almería,Almería
4009939,"Centro de Educación Infantil",Peques,Privado,"C/ Cardenal Herrera Oria  18 Bajo",Almería,Almería,Almería
4001266,"Colegio de Educación Infantil y Primaria","Luis Siret",Público,"Avda. Santa Isabel  29",Almería,Almería,Almería
4500660,"Centro de Educación Permanente","Barrio Alto",Público,"Plaza Béjar  19",Almería,Almería,Almería
4000699,"Instituto de Educación Secundaria",Alhamilla,Público,"Avda. García Lorca  130",Almería,Almería,Almería
4000456,"Centro Docente Privado","Divina Infantita",Concertado,"C/ Calzada de Castro  56",Almería,Almería,Almería
4009231,"Centro Docente Privado","Salón Fundamentals",Privado,"C/ Bidasoa  esquina Avda. Montserrat  s/n",Almería,Almería,Almería
4000146,"Centro Docente Privado","Ciudad de Almería",Concertado,"C/ Padre Méndez  46",Almería,Almería,Almería
4005739,"Centro Docente Privado","Ciudad de Almería",Concertado,"C/ Padre Méndez  40",Almería,Almería,Almería
4000158,"Centro Docente Privado","C&D System  Pivot Point",Privado,"Ctra. Ronda  110 - Bajo",Almería,Almería,Almería
4010632,"Centro de Educación Infantil","Kinder Garden",Privado,"Avda. Blas Infante  17. Edif. Nuevo Parque 4",Almería,Almería,Almería
4009851,"Centro de Educación Infantil",Educamar,Privado,"C/ Cabo Verde  s/n",Almería,Almería,Almería
4010504,"Centro de Educación Infantil",Chiquimar,Privado,"Urb. Residencial Center. Edificio B. Bajo 2. Plaza de Barcelona",Almería,Almería,Almería
4010747,"Centro de Educación Infantil","Pequeña Lucía",Privado,"C/ Calzada de Castro  62  esq. c/ Lope de Rueda",Almería,Almería,Almería
4006380,"Centro de Educación Infantil","Arco Iris",Privado,"C/ Villa de Artes  10",Almería,Almería,Almería
4010772,"Centro de Educación Infantil","Las Góndolas III",Privado,"C/ Ana María Matute  4",Almería,Almería,Almería
4009681,"Centro de Educación Infantil",Caracol,Privado,"C/ Emilio Viciana Góngora  9",Almería,Almería,Almería
4010401,"Centro de Educación Infantil","El Jardín de Cucú",Privado,"Parque Jardines del Generalife  s/n  local 3  bloque P",Almería,Almería,Almería
4009149,"Centro de Educación Infantil","Las Góndolas I",Privado,"C/ Ortega y Gasset  3",Almería,Almería,Almería
4010516,"Centro de Educación Infantil",Pequemar,Privado,"Urb. Residencial Center. Edif. B. Bajo 1. Plaza de Barcelona",Almería,Almería,Almería
4011077,"Centro de Educación Infantil","La Pipa",Privado,"C/ Estrella Errante  s/n",Almería,Almería,Almería
4009964,"Centro de Educación Infantil","Baby School",Privado,"Avda. de Monserrat  25",Almería,Almería,Almería
4009769,"Centro de Educación Infantil",Rayuela,Privado,"C/ Juan Ramón Jiménez  s/n",Almería,Almería,Almería
4005673,"Colegio de Educación Infantil y Primaria","Adela Díaz",Público,"C/ Padre Méndez  s/n",Almería,Almería,Almería
4005041,"Colegio de Educación Infantil y Primaria","Madre de la Luz",Público,"C/ Calzada de Castro  3",Almería,Almería,Almería
4000973,"Colegio de Educación Infantil y Primaria",Freinet,Público,"Ctra. de Ronda  100",Almería,Almería,Almería
4000730,"Colegio de Educación Infantil y Primaria","San Gabriel",Público,"C/ Villa de Artes  13",Almería,Almería,Almería
4005053,"Colegio de Educación Primaria","Padre Méndez",Público,"Avda. Padre Méndez  29",Almería,Almería,Almería
4006239,"Conservatorio Profesional de Danza","Kina Jiménez",Público,"C/ Padre Méndez  s/n",Almería,Almería,Almería
4600022,"Conservatorio Profesional de Música","Real Conservatorio Profesional de Música",Público,"C/ Padre Méndez  s/n",Almería,Almería,Almería
4008984,"Escuela Infantil","Torre de los Ángeles",Público,"Ctra. de los Limoneros  6",Almería,Almería,Almería
4001230,"Escuela Infantil","Mar de Alborán",Público,"Avda. Padre Méndez  s/n",Almería,Almería,Almería
4700442,"Instituto de Educación Secundaria",Azcona,Público,"C/ Policia José Rueda Alcaraz  1",Almería,Almería,Almería
4004802,"Instituto de Educación Secundaria",Alborán,Público,"Avda. Padre Méndez  30",Almería,Almería,Almería
4700156,"Instituto de Educación Secundaria","Bahía de Almería",Público,"C/ Luis Vives  s/n",Almería,Almería,Almería
4501135,"Sección de Educación Permanente",Azorín,Público,"C/ Arcipreste de Hita  26",Almería,Almería,Almería
4011031,"Centro autorizado de Enseñanzas Deportivas","Enseñanzas Deportivas Alianza KSV",Privado,"Otros Playa de las Almadrabillas  10. Centro de Actividades Náuticas",Almería,Almería,Almería
4011156,"Centro Docente Privado","Centro Formación Almadrabillas",Privado,"Avda. Cabo de Gata  36",Almería,Almería,Almería
4000468,"Centro Docente Privado","Nuestra Señora de Fátima",Concertado,"C/ Briviesca  1",Almería,Almería,Almería
4010863,"Centro Docente Privado","Ruano Formación",Privado,"Ctra. Sierra Alhamilla  98",Almería,Almería,Almería
4010905,"Centro Docente Privado","Medac Almería",Privado,"Avda. Cabo de Gata 36",Almería,Almería,Almería
4010899,"Centro Docente Privado","Liceo Erasmus",Privado,"C/ Adolfo Marsillac  s/n",Almería,Almería,Almería
4000614,"Centro Docente Privado","Virgen del Mar",Concertado,"Avda. Mediterráneo  73. Ciudad Jardín",Almería,Almería,Almería
4008480,"Centro Docente Privado de Educación Especial","Down Almería",Concertado,"C/ José Morales Abad  10",Almería,Almería,Almería
4010437,"Centro de Educación Infantil","La Casita de la Vega",Privado,"Avda. Vega de Acá  esquina c/ Dra. Milagros Rivera  12",Almería,Almería,Almería
4008030,"Centro de Educación Infantil","La Nube",Privado,"C/ José Mª Artero  8  Bajo",Almería,Almería,Almería
4008649,"Centro de Educación Infantil",Mickey-Park,Privado,"Plaza de la Coscoja  s/n  Portal 2  Local A y B",Almería,Almería,Almería
4010531,"Centro de Educación Infantil","La Térmica",Privado,"C/ Maestro Gaspar Vivas  42",Almería,Almería,Almería
4006343,"Centro de Educación Infantil",Fantasy,Privado,"C/ Lentisco  13 y 17",Almería,Almería,Almería
4010693,"Centro de Educación Infantil",Aventura,Privado,"C/ Árbol de la Seda  s/n",Almería,Almería,Almería
4008455,"Centro de Educación Infantil","Down Almería",Privado,"C/ José Morales Abad  10",Almería,Almería,Almería
4010589,"Centro de Educación Infantil","Risas y Sueños",Privado,"C/ Tejar  41",Almería,Almería,Almería
4010841,"Centro de Educación Infantil",Arrecife,Privado,"C/ Alfonso Sánchez esq. Avda. Adolfo Suárez",Almería,Almería,Almería
4009198,"Centro de Educación Infantil",Pasitos,Privado,"C/ Bilbao  3",Almería,Almería,Almería
4009952,"Centro de Educación Infantil","Montessori La Goleta",Privado,"C/ Árbol del Amor  s/n. Residencial ""La Goleta II""""",Almería,Almería,Almería
4602134,"Colegio de Educación Infantil y Primaria","Rafael Alberti",Público,"C/ Marina  s/n",Almería,Almería,Almería
4000833,"Colegio de Educación Infantil y Primaria","Virgen del Loreto",Público,"C/ José María Artero  12",Almería,Almería,Almería
4000821,"Colegio de Educación Infantil y Primaria","San Valentín",Público,"C/ Burgos  45",Almería,Almería,Almería
4000870,"Colegio de Educación Infantil y Primaria","Lope de Vega",Público,"C/ Chile  42",Almería,Almería,Almería
4000948,"Colegio de Educación Infantil y Primaria","San Fernando",Público,"C/ Rodrigo Vivas Miras  28",Almería,Almería,Almería
4005326,"Colegio de Educación Infantil y Primaria","Mar Mediterráneo",Público,"C/ Jóse Morales Abad  9",Almería,Almería,Almería
4006100,"Colegio de Educación Infantil y Primaria","Nueva Almería",Público,"C/ Camino de Jaul  esquina Fernando Fernán Gómez",Almería,Almería,Almería
4500751,"Centro de Educación Permanente","Quinientas Viviendas",Público,"C/ Gijón  1",Almería,Almería,Almería
4009113,"Escuela Infantil",Dumbo,Público,"C/ Adra  7",Almería,Almería,Almería
4700454,"Instituto de Educación Secundaria","Maestro Padilla",Público,"Avda. del Mediterráneo  53",Almería,Almería,Almería
4001141,"Instituto de Educación Secundaria","Nicolás Salmerón Alonso",Público,"C/ Celia Viñas  s/n",Almería,Almería,Almería
4700326,"Instituto de Educación Secundaria",Galileo,Público,"Avda. del Mar  8",Almería,Almería,Almería
4008595,"Centro de Educación Infantil","Casa de niños y niñas de la Fuentecica",Privado,"C/ Las Negras  32- Bloque 6 Bajo",Almería,Almería,Almería
4010851,"Centro de Educación Infantil",Superdiver,Privado,"Avda. Federico García Lorca  153  Bajo",Almería,Almería,Almería
4009745,"Centro de Educación Infantil",Colorincolorao,Privado,"C/ Gil Albert  21",Almería,Almería,Almería
4011168,"Centro de Educación Infantil","Villa Pequesueños",Privado,"C/ Campoverde  s/n",Almería,Almería,Almería
4010474,"Centro de Educación Infantil","Las Burbujas",Privado,"Avda. de la Cruz  30",Almería,Almería,Almería
4601567,"Colegio de Educación Infantil y Primaria","Alfredo Molina Martín",Público,"C/ Fernando de Rojas  4",Almería,Almería,Almería
4000997,"Colegio de Educación Infantil y Primaria","Francisco de Goya",Público,"Cmo. de la Cruz de Caravaca  222",Almería,Almería,Almería
4000729,"Colegio de Educación Infantil y Primaria","Juan Ramón Jiménez",Público,"C/ Alfarerías  43",Almería,Almería,Almería
4004954,"Colegio de Educación Infantil y Primaria",Indalo,Público,"C/ Granada  249",Almería,Almería,Almería
4000924,"Colegio de Educación Infantil y Primaria","Ave María del Quemadero",Público,"C/ Barranco Bolas  7",Almería,Almería,Almería
4000717,"Colegio de Educación Infantil y Primaria","Virgen del Mar",Público,"C/ Granada  177",Almería,Almería,Almería
4001281,"Colegio de Educación Infantil y Primaria","Los Millares",Público,"Finca Santa Isabel  s/n",Almería,Almería,Almería
4004747,"Colegio de Educación Infantil y Primaria","Santa Isabel",Público,"Cmo. la Molineta  2",Almería,Almería,Almería
4009083,"Escuela Infantil","La Esmeralda",Público,"C/ Turquesa  28",Almería,Almería,Almería
4700181,"Escuela Oficial de Idiomas",Almería,Público,"Paseo de la Caridad  125- Finca Santa Isabel",Almería,Almería,Almería
4700466,"Instituto de Educación Secundaria","Cruz de Caravaca",Público,"C/ La Molineta  s/n",Almería,Almería,Almería
4001187,"Instituto de Educación Secundaria","Los Ángeles",Público,"C/ Maestría  2",Almería,Almería,Almería
4001205,"Instituto de Educación Secundaria",Almeraya,Público,"Paseo de la Caridad  125",Almería,Almería,Almería
4004620,"Instituto de Educación Secundaria",Al-Ándalus,Público,"Paseo de la Caridad  125. Finca Santa Isabel",Almería,Almería,Almería
4004814,"Instituto de Educación Secundaria","El Argar",Público,"Paseo de la Caridad  125",Almería,Almería,Almería
4700651,"Instituto Provincial de Educación Permanente",Almería,Público,"Paseo de la Caridad  125. Finca Santa Isabel",Almería,Almería,Almería
4500696,"Sección de Educación Permanente",Fuentecica,Público,"C/ Fernando de Rojas  4 C.P. Alfredo Molina Martín",Almería,Almería,Almería
4500684,"Sección de Educación Permanente",Quemadero,Público,"C/ Largo Caballero  41  Bajo",Almería,Almería,Almería
4010723,"Centro Docente Privado","Grupo Almería Formación",Privado,"C/ Profesor Mulian  20 bajo",Almería,Almería,Almería
4000951,"Centro Docente Privado","La Salle-Chocillas",Concertado,"Ctra. Alhadra  205",Almería,Almería,Almería
4005491,"Centro Docente Privado","Virgen del Pilar",Privado,"C/ La Magdalena  8",Almería,Almería,Almería
4001175,"Centro Docente Privado","San Ildefonso",Privado,"Ctra. Prolongación C/ Santiago  s/n",Almería,Almería,Almería
4001047,"Centro Docente Privado","Virgen de la Paz",Concertado,"C/ Sierra de Monteagud  s/n .- Piedras Redondas",Almería,Almería,Almería
4011442,"Centro Docente Privado","Formación Profesional en Ciencias de la Salud",Privado,"C/ Antonio Cano  140  1ª Planta",Almería,Almería,Almería
4011119,"Centro Docente Privado","Sociedad Andaluza de Servicios Sanitarios",Privado,"C/ Luis de Baeza  4",Almería,Almería,Almería
4000985,"Centro Específico de Educación Especial","Provincial Princesa Sofía",Público,"C/ Pablo Neruda  5",Almería,Almería,Almería
4010243,"Centro de Educación Infantil","Aviones de Papel",Privado,"C/ Argentinita  82  local 2. Residencial Jairán",Almería,Almería,Almería
4010218,"Centro de Educación Infantil",Gaudí,Privado,"Plaza Gaudí  s/n",Almería,Almería,Almería
4010255,"Centro de Educación Infantil","La Bola Azul",Privado,"C/ Haza de Acosta  38 y 44  Local 4",Almería,Almería,Almería
4008467,"Centro de Educación Infantil","Mi Primer Cole",Privado,"C/ Pasaje de Araoz  88-Local 4",Almería,Almería,Almería
4010671,"Centro de Educación Infantil","Jardines de la Pipa",Privado,"Avda. de Zeus  s/n  local A  planta baja.",Almería,Almería,Almería
4602341,"Centro de Educación Infantil","Virgen de Belén",Privado,"Avda. Madre María Aznar  113",Almería,Almería,Almería
4005302,"Centro de Educación Infantil",Delicias,Privado,"C/ Delicias  5",Almería,Almería,Almería
4010413,"Centro de Educación Infantil","Nubes de Colores",Privado,"C/ Cardenal  7",Almería,Almería,Almería
4010322,"Centro de Educación Infantil","Villa Jardín II",Privado,"C/ García de Villarroel  16  portal 3  bajo. Res. Villa Jardín",Almería,Almería,Almería
4005521,"Centro de Educación Infantil","Los Lápices 2",Privado,"C/ Sahara  s/n. Parcela B-1",Almería,Almería,Almería
4010462,"Centro de Educación Infantil",Piruletas,Privado,"Ctra. Alhadra  20",Almería,Almería,Almería
4008522,"Centro de Educación Infantil",Pezqueñines,Privado,"Tvsía. de San Luis  55  local 2",Almería,Almería,Almería
4010619,"Centro de Educación Infantil",Lilliput,Privado,"Avda. del Mediterráneo  353  local A",Almería,Almería,Almería
4008959,"Centro de Educación Infantil",Villablanca,Privado,"Avda. Madre María Aznar  75",Almería,Almería,Almería
4008492,"Centro de Educación Infantil","Villa Jardín",Privado,"C/ García de Villarroel  Bloque  7 Bajo",Almería,Almería,Almería
4010802,"Centro de Educación Infantil","Jardín de Infancia Montessori",Privado,"C/ Miguel de Molina  1",Almería,Almería,Almería
4001229,"Colegio de Educación Infantil y Primaria","Ave María del Diezmo",Público,"Otros Carrera del Mami  110",Almería,Almería,Almería
4000857,"Colegio de Educación Infantil y Primaria",Europa,Público,"Avda. Madre María Aznar  272",Almería,Almería,Almería
4005697,"Colegio de Educación Infantil y Primaria","Josefina Baro Soler",Público,"Avda. Mare Nostrum  s/n",Almería,Almería,Almería
4006446,"Colegio de Educación Infantil y Primaria","Ginés Morata",Público,"C/ Sahara  137",Almería,Almería,Almería
4004671,"Colegio de Educación Infantil y Primaria","San Luis",Público,"C/ De los Colegios  12",Almería,Almería,Almería
4001308,"Colegio de Educación Infantil y Primaria","El Puche",Público,"Avda. Mare Nostrum  56",Almería,Almería,Almería
4005235,"Colegio de Educación Infantil y Primaria","Colonia Araceli",Público,"C/ Virgen de las Angustias  2",Almería,Almería,Almería
4000900,"Colegio de Educación Infantil y Primaria","Los Almendros",Público,"Brr. Los Almendros  s/n",Almería,Almería,Almería
4001072,"Colegio de Educación Infantil y Primaria","Ángel Suquía",Público,"C/ Sierra de Bacares  1",Almería,Almería,Almería
4000705,"Colegio de Educación Primaria","Jesús Redentor",Público,"C/ de la Fuente  94.- los Molinos",Almería,Almería,Almería
4009472,"Escuela Infantil","Los Almendros",Público,"Bda. Los Almendros  s/n",Almería,Almería,Almería
4009265,"Escuela Infantil",Mediterráneo,Público,"C/ Francia  esquina Suiza",Almería,Almería,Almería
4009101,"Escuela Infantil","Espejo del Mar",Público,"C/ Sierra de Monteagud  137",Almería,Almería,Almería
4601580,"Escuela Infantil","Maestro Padilla",Público,"C/ Grecia  1",Almería,Almería,Almería
4009095,"Escuela Infantil","La Alcazaba",Público,"C/ Sevillanas  s/n",Almería,Almería,Almería
4001163,"Instituto de Educación Secundaria",Alhadra,Público,"C/ de los Colegios  7",Almería,Almería,Almería
4005958,"Instituto de Educación Secundaria",Albaida,Público,"Ctra. de Níjar  s/n. Bda. Los Molinos",Almería,Almería,Almería
4700511,"Instituto de Educación Secundaria","Río Andarax",Público,"Avda. Mare Nostrum  s/n",Almería,Almería,Almería
4500726,"Sección de Educación Permanente","Infanta Leonor-Los Almendros",Público,"Brr. Los Almendros  s/n. C.P. Los Almendros",Almería,Almería,Almería
4501093,"Sección de Educación Permanente",Almariya,Público,"C/ Sierra Bacares  1 C.P. Ángel Suquía",Almería,Almería,Almería
4501101,"Sección de Educación Permanente","San Luis-Torrecárdenas",Público,"Ctra. de Ronda 216. I.E.S Alhamilla",Almería,Almería,Almería
4500659,"Sección de Educación Permanente","Los Molinos",Público,"C/ Vulcano  12",Almería,Almería,Almería
4500672,"Sección de Educación Permanente","El Puche",Público,"Avda. Marenostrum  1",Almería,Almería,Almería
4500775,"Centro de Educación Permanente",Retamar,Público,"Ctra. de los Úbeda  s/n",Almería,Almería,Almería
4001291,"Centro Específico de Educación Especial","C.Apoyo.I.Sordos Rosa Relaño",Público,"C/ Carrera Limoneros  15",Almería,Almería,Almería
4003275,"Colegio de Educación Infantil y Primaria","La Atalaya",Público,"C/ Zona Escolar  s/n",Níjar,Níjar,Almería
4010279,"Escuela Infantil","Villa de Níjar",Público,"Urb. La Torrecilla  s/n",Níjar,Níjar,Almería
4700594,"Instituto de Educación Secundaria","Villa de Níjar",Público,"C/ Salitrillo  s/n",Níjar,Níjar,Almería
4006574,"Centro de Educación Infantil",Mofly,Privado,"Plaza de la Colonización  4",Campohermoso,Níjar,Almería
4003238,"Colegio de Educación Infantil y Primaria",Concordia,Público,"C/ Itálica  s/n",Campohermoso,Níjar,Almería
4601798,"Colegio de Educación Infantil y Primaria","La Libertad",Público,"C/ Motorista  12",Campohermoso,Níjar,Almería
4010309,"Escuela Infantil",Campohermoso,Público,"C/ Benizalón  s/n",Campohermoso,Níjar,Almería
4700132,"Instituto de Educación Secundaria","Campos de Níjar",Público,"C/ Camino del Calvo  43",Campohermoso,Níjar,Almería
4003366,"Colegio Público Rural","Historiador Padre Tapia",Público,"Ronda de El Viso  bajo","El Viso",Níjar,Almería
4007797,"Colegio de Educación Infantil y Primaria","Juan Sebastián Elcano",Público,"C/ Juan Sebastián Elcano  s/n","San Isidro de Níjar",Níjar,Almería
4501071,"Centro de Educación Permanente","Federico García Lorca",Público,"C/ Jardin  11","San Isidro de Níjar",Níjar,Almería
4003354,"Colegio de Educación Primaria",Andalucía,Público,"C/ Olivos  s/n","San Isidro de Níjar",Níjar,Almería
4003691,"Colegio Público Rural","Campo de Níjar Norte",Público,"C/ Escuela  5",Puebloblanco,Níjar,Almería
4602304,"Escuela Infantil","San Isidro",Público,"C/ La Fábrica  s/n","San Isidro de Níjar",Níjar,Almería
4009551,"Escuela Infantil","Las Gaviotas",Público,"C/ La Fábrica  s/n","San Isidro de Níjar",Níjar,Almería
4010310,"Escuela Infantil","El Barranquete",Público,"C/ El Cerrillo  s/n","El Barranquete",Níjar,Almería
4000122,"Instituto de Educación Secundaria","San Isidro",Público,"Bda. Paraje el Cerrillo  s/n","San Isidro de Níjar",Níjar,Almería
4003378,"Colegio de Educación Infantil y Primaria","San José",Público,"C/ Escuelas  s/n","San José",Níjar,Almería
4010796,"Escuela Infantil","El Barco de Vapor",Público,"C/ Ancha del Sotillo  s/n","San José",Níjar,Almería
4011478,"Centro autorizado de Enseñanzas Deportivas","CEDAN (Enseñanzas Deportivas en Agua y Naturaleza)",Privado,"Ctra. Sacramento  s/n","La Cañada de San Urbano",Almería,Almería
4008625,"Centro de Educación Infantil",Gruñones,Privado,"C/ Benahadux  16","La Cañada de San Urbano",Almería,Almería
4010711,"Centro de Educación Infantil","Todo se Andará",Privado,"Ctra. de Sacramento  esquina C/ Berraza","La Cañada de San Urbano",Almería,Almería
4005995,"Centro de Educación Infantil","Mi Escuela Infantil",Privado,"C/ Andalucía  23","La Cañada de San Urbano",Almería,Almería
4001357,"Colegio de Educación Infantil y Primaria","San Indalecio",Público,"Cmo. Playa  17","La Cañada de San Urbano",Almería,Almería
4004498,"Colegio de Educación Infantil y Primaria","Ferrer Guardia",Público,"Otros DS El Charco.Llanos de la Cañada  s/n","La Cañada de San Urbano",Almería,Almería
4009071,"Escuela Infantil","Los Llanos de la Cañada",Público,"Finca El Boticario  s/n",Almería,Almería,Almería
4009289,"Escuela Infantil","Universidad de Almería",Público,"Ctra. Sacramento  s/n","La Cañada de San Urbano",Almería,Almería
4700107,"Instituto de Educación Secundaria","Sol de Portocarrero",Público,"Ctra. de Níjar  Km 7","La Cañada de San Urbano",Almería,Almería
4501111,"Sección de Educación Permanente",Alkayasí,Público,"Ctra. Carretera de Nijar  294","La Cañada de San Urbano",Almería,Almería
4011181,"Centro de Educación Infantil","Pequemar Pita",Privado,"Avda. de la Innovación  s/n","El Alquián",Almería,Almería
4008561,"Centro de Educación Infantil","Pequeños Genios",Privado,"C/ Magallanes del Alquián  15","El Alquián",Almería,Almería
4009861,"Centro de Educación Infantil",Ne-Nes,Privado,"Ctra. de El Alquián a Viator  13","El Alquián",Almería,Almería
4001321,"Colegio de Educación Infantil y Primaria","San Bernardo",Público,"Ctra. de Níjar  s/n","El Alquián",Almería,Almería
4004462,"Colegio de Educación Infantil y Primaria",Torremar,Público,"Avda. del Toyo  225. El Toyo",Retamar,Almería,Almería
4005612,"Colegio de Educación Infantil y Primaria","San Vicente",Público,"Brr. San Vicente  32","El Alquián",Almería,Almería
4009484,"Escuela Infantil","El Alquián",Público,"Ctra. de Viator  48","El Alquián",Almería,Almería
4700521,"Instituto de Educación Secundaria","El Alquián",Público,"Ctra. de Níjar  s/n","El Alquián",Almería,Almería
4010620,"Centro de Educación Infantil","Luna lunera",Privado,"Avda. Juegos del Mediterráneo  2  Urb. El Toyo",Retamar,Almería,Almería
4009678,"Centro de Educación Infantil",Pekes,Privado,"Paseo del Toyo  190",Retamar,Almería,Almería
4008534,"Centro de Educación Infantil",Duendes,Privado,"C/ Camino del encaje  6",Retamar,Almería,Almería
4009393,"Instituto de Educación Secundaria",Retamar,Público,"Paseo del Toyo  s/n",Retamar,Almería,Almería
4011430,"Centro de Educación Infantil","El Oso Bussi",Privado,"C/ Zurbarán  8",Carboneras,Carboneras,Almería
4601610,"Colegio de Educación Infantil y Primaria","San Antonio de Padua",Público,"Cmo. del Carril  13",Carboneras,Carboneras,Almería
4001965,"Colegio de Educación Infantil y Primaria","Simón Fuentes",Público,"Avda. Joan Manuel Serrat  149",Carboneras,Carboneras,Almería
4005338,"Colegio de Educación Infantil y Primaria","Federico García Lorca",Público,"C/ Goya  2",Carboneras,Carboneras,Almería
4009940,"Escuela Infantil","Caballito de Mar",Público,"C/ Joaquín Rodrigo  1",Carboneras,Carboneras,Almería
4700053,"Instituto de Educación Secundaria","Juan Goytisolo",Público,"C/ Joan Manuel Serrat  s/n",Carboneras,Carboneras,Almería
